Date;Day;mean_temp_7.5cm;Simulated_WC_theta;Simulated leaching [mm];pF_from_theta
11.07.1996;499;31.70;0.1101;2.0896;1.85453
12.07.1996;500;32.05;0.1053;2.7833;1.87264
13.07.1996;501;31.60;0.1014;5.0216;1.88852
14.07.1996;502;32.10;0.0980;6.6951;1.90331
15.07.1996;503;32.05;0.0948;6.9568;1.91854
16.07.1996;504;31.10;0.0917;6.6403;1.93375
17.07.1996;505;28.65;0.2457;6.1511;1.66754
18.07.1996;506;28.00;0.1595;5.6344;1.71780
19.07.1996;507;28.70;0.1375;5.1454;1.77010
20.07.1996;508;29.40;0.1255;4.7027;1.80414
21.07.1996;509;28.85;0.1194;4.3095;1.82538
22.07.1996;510;28.50;0.1134;3.9625;1.84550
23.07.1996;511;27.95;0.1089;3.6567;1.86187
24.07.1996;512;27.10;0.1048;3.3868;1.87738
25.07.1996;513;28.05;0.1099;3.1478;1.87004
26.07.1996;514;27.95;0.1117;2.9366;1.87057
27.07.1996;515;27.75;0.1309;2.7534;1.84332
28.07.1996;516;28.05;0.1239;2.6067;1.84846
29.07.1996;517;29.30;0.1165;2.5167;1.85820
30.07.1996;518;29.50;0.1105;2.5124;1.87011
31.07.1996;519;29.00;0.1144;2.6067;1.86347
01.08.1996;520;30.65;0.1099;2.7631;1.87475
02.08.1996;521;30.40;0.1348;2.9039;1.83780
03.08.1996;522;31.50;0.1262;2.9704;1.84285
04.08.1996;523;29.05;0.1178;2.9544;1.85330
05.08.1996;524;27.65;0.1496;2.8778;1.80790
06.08.1996;525;27.80;0.1371;2.7665;1.80996
07.08.1996;526;28.30;0.1257;2.6396;1.82303
08.08.1996;527;31.10;0.1179;2.5089;1.83930
09.08.1996;528;30.45;0.2489;2.3808;1.62223
10.08.1996;529;31.00;0.1762;2.2586;1.69135
11.08.1996;530;30.55;0.1444;2.1437;1.75357
12.08.1996;531;30.15;0.1296;2.0366;1.79232
13.08.1996;532;28.75;0.1634;1.9371;1.75701
14.08.1996;533;28.50;0.1448;1.8450;1.77230
15.08.1996;534;29.25;0.1314;1.7597;1.79644
16.08.1996;535;30.75;0.1217;1.6808;1.82074
17.08.1996;536;32.05;0.1146;1.6077;1.84212
18.08.1996;537;31.55;0.1086;1.5401;1.86194
19.08.1996;538;30.80;0.1039;1.4779;1.87930
20.08.1996;539;28.15;0.1936;1.4235;1.75530
21.08.1996;540;30.45;0.1510;1.3901;1.75624
22.08.1996;541;31.65;0.1327;1.4245;1.78846
23.08.1996;542;29.15;0.1221;1.6359;1.81657
24.08.1996;543;29.10;0.1170;2.1145;1.83451
25.08.1996;544;27.75;0.2751;2.6934;1.55294
26.08.1996;545;27.95;0.1959;3.0785;1.66140
27.08.1996;546;29.45;0.1520;3.2096;1.73555
28.08.1996;547;31.20;0.1334;3.1806;1.78119
29.08.1996;548;32.10;0.1224;3.0762;1.81302
30.08.1996;549;30.75;0.1146;2.9430;1.83813
31.08.1996;550;28.60;0.1769;2.8106;1.75887
01.09.1996;551;28.70;0.2291;2.9127;1.63483
02.09.1996;552;27.00;0.3271;4.9010;1.45929
03.09.1996;553;28.15;0.1672;7.7615;1.69866
04.09.1996;554;28.00;0.2525;8.2571;1.58448
05.09.1996;555;28.80;0.1603;34.0571;1.71315
06.09.1996;556;28.95;0.1609;30.5407;1.73435
07.09.1996;557;29.65;0.1754;22.5108;1.72096
08.09.1996;558;29.95;0.1468;19.6594;1.75596
09.09.1996;559;30.05;0.1308;18.1444;1.79150
10.09.1996;560;30.35;0.1209;15.4140;1.81950
11.09.1996;561;29.35;0.2384;12.8066;1.64223
12.09.1996;562;28.30;0.1740;10.7624;1.69618
13.09.1996;563;26.85;0.2008;9.2088;1.67362
14.09.1996;564;26.55;0.2710;8.0241;1.55120
15.09.1996;565;27.70;0.3034;7.1092;1.49889
16.09.1996;566;28.30;0.1636;6.3886;1.70470
17.09.1996;567;28.85;0.1392;9.8164;1.76453
18.09.1996;568;28.65;0.1588;42.0297;1.75253
19.09.1996;569;28.85;0.1421;30.0106;1.77465
20.09.1996;570;28.15;0.1286;21.7787;1.80187
21.09.1996;571;27.20;0.1697;16.7515;1.75407
22.09.1996;572;27.85;0.1549;13.4253;1.75541
23.09.1996;573;28.10;0.2369;11.0893;1.62288
24.09.1996;574;29.10;0.2411;9.3748;1.59772
25.09.1996;575;29.45;0.2376;8.0740;1.60266
26.09.1996;576;30.50;0.2763;7.0614;1.54195
27.09.1996;577;30.20;0.1619;6.2570;1.70871
28.09.1996;578;30.75;0.2257;5.6236;1.63583
29.09.1996;579;30.15;0.1569;17.1093;1.72242
30.09.1996;580;29.65;0.1357;28.1215;1.77412
01.10.1996;581;28.15;0.1239;21.2606;1.80818
02.10.1996;582;28.95;0.1164;16.7137;1.83254
03.10.1996;583;29.00;0.1126;14.0670;1.84810
04.10.1996;584;29.00;0.1498;12.4604;1.79916
05.10.1996;585;27.60;0.2342;11.1029;1.64217
06.10.1996;586;28.50;0.2410;9.7842;1.59829
07.10.1996;587;30.10;0.1834;8.5828;1.68148
08.10.1996;588;29.10;0.1473;7.5501;1.74673
09.10.1996;589;29.70;0.2210;6.6836;1.65407
10.10.1996;590;29.70;0.1562;5.9606;1.72500
11.10.1996;591;29.30;0.1414;5.3884;1.76506
12.10.1996;592;29.10;0.1283;5.5358;1.79887
13.10.1996;593;29.35;0.1193;8.0364;1.82492
14.10.1996;594;29.50;0.1126;9.7582;1.84671
15.10.1996;595;29.30;0.1073;9.4448;1.86563
16.10.1996;596;29.50;0.1029;8.8641;1.88265
17.10.1996;597;29.80;0.0990;8.3294;1.89896
18.10.1996;598;29.35;0.0957;7.7273;1.91401
19.10.1996;599;28.95;0.0925;7.0619;1.92953
20.10.1996;600;28.00;0.0898;6.4018;1.94409
21.10.1996;601;28.05;0.0873;5.7937;1.95918
22.10.1996;602;27.60;0.0848;5.2538;1.97693
23.10.1996;603;27.75;0.0824;4.7817;1.99719
24.10.1996;604;27.15;0.0880;4.3708;1.95618
25.10.1996;605;26.25;0.1232;4.0127;1.88933
26.10.1996;606;26.10;0.1190;3.6997;1.88529
27.10.1996;607;25.85;0.1130;3.4246;1.88961
28.10.1996;608;26.60;0.1076;3.1817;1.89673
29.10.1996;609;28.35;0.1028;2.9662;1.90616
30.10.1996;610;28.40;0.0987;2.7739;1.91711
31.10.1996;611;28.05;0.1145;2.6016;1.88453
01.11.1996;612;28.55;0.1534;2.4465;1.82997
02.11.1996;613;28.65;0.1500;2.3064;1.80553
03.11.1996;614;26.30;0.1369;2.1792;1.80503
04.11.1996;615;25.90;0.2237;2.0634;1.67147
05.11.1996;616;27.25;0.1709;1.9576;1.70456
06.11.1996;617;27.30;0.1605;1.8606;1.73259
07.11.1996;618;27.40;0.1466;1.7714;1.76019
08.11.1996;619;27.45;0.1313;1.6892;1.79292
09.11.1996;620;28.20;0.1210;1.6133;1.82032
10.11.1996;621;28.60;0.1136;1.5429;1.84326
11.11.1996;622;29.20;0.1079;1.4775;1.86312
12.11.1996;623;29.00;0.1033;1.4167;1.88087
13.11.1996;624;27.20;0.1022;1.3600;1.88761
14.11.1996;625;27.25;0.0994;1.3070;1.90007
15.11.1996;626;27.10;0.0960;1.2574;1.91498
16.11.1996;627;26.40;0.0930;1.2110;1.92913
17.11.1996;628;25.80;0.0902;1.1676;1.94338
18.11.1996;629;23.95;0.0879;1.1275;1.95659
19.11.1996;630;24.70;0.0854;1.0924;1.97315
20.11.1996;631;25.30;0.0831;1.0669;1.99032
21.11.1996;632;25.60;0.0810;1.0620;2.01011
22.11.1996;633;25.65;0.0788;1.0984;2.03667
23.11.1996;634;25.50;0.0766;1.2034;2.07578
24.11.1996;635;25.60;0.0753;1.3891;2.09171
25.11.1996;636;26.30;0.0743;1.6226;2.10065
26.11.1996;637;26.30;0.0735;1.8351;2.10831
27.11.1996;638;26.55;0.0728;1.9761;2.11507
28.11.1996;639;26.55;0.0723;2.0387;2.12099
29.11.1996;640;26.50;0.0718;2.0412;2.12636
30.11.1996;641;26.35;0.0713;2.0055;2.13137
01.12.1996;642;25.75;0.0709;1.9483;2.13592
02.12.1996;643;24.85;0.0705;1.8805;2.14015
03.12.1996;644;26.60;0.0702;1.8085;2.14422
04.12.1996;645;26.25;0.0699;1.7360;2.14797
05.12.1996;646;27.45;0.0696;1.6652;2.15161
06.12.1996;647;26.00;0.0693;1.5971;2.15483
07.12.1996;648;23.80;0.0691;1.5323;2.15787
08.12.1996;649;23.10;0.0689;1.4709;2.16096
09.12.1996;650;24.70;0.0686;1.4129;2.16406
10.12.1996;651;24.75;0.0684;1.3583;2.16693
11.12.1996;652;24.30;0.0682;1.3068;2.16956
12.12.1996;653;24.50;0.0680;1.2584;2.17218
13.12.1996;654;24.40;0.0679;1.2127;2.17469
14.12.1996;655;23.95;0.0677;1.1696;2.17703
15.12.1996;656;23.95;0.0675;1.1290;2.17935
16.12.1996;657;23.80;0.0674;1.0907;2.18152
17.12.1996;658;23.65;0.0673;1.0544;2.18371
18.12.1996;659;23.85;0.0671;1.0201;2.18578
19.12.1996;660;24.45;0.0670;0.9876;2.18775
20.12.1996;661;23.35;0.0669;0.9568;2.18953
21.12.1996;662;22.90;0.0667;0.9275;2.19159
22.12.1996;663;22.05;0.0666;0.8998;2.19346
23.12.1996;664;21.90;0.0665;0.8733;2.19530
24.12.1996;665;21.55;0.0664;0.8482;2.19716
25.12.1996;666;21.30;0.0663;0.8242;2.19896
26.12.1996;667;21.30;0.0662;0.8014;2.20076
27.12.1996;668;20.95;0.0661;0.7796;2.20249
28.12.1996;669;21.45;0.0660;0.7588;2.20406
29.12.1996;670;23.85;0.0659;0.7389;2.20578
30.12.1996;671;24.75;0.0658;0.7198;2.20713
31.12.1996;672;24.20;0.0657;0.7016;2.20855
01.01.1997;673;24.25;0.0656;0.6841;2.21015
02.01.1997;674;24.35;0.0655;0.6674;2.21139
03.01.1997;675;24.10;0.0655;0.6513;2.21284
04.01.1997;676;24.30;0.0654;0.6358;2.21426
05.01.1997;677;24.15;0.0653;0.6210;2.21560
06.01.1997;678;23.80;0.0652;0.6068;2.21689
07.01.1997;679;24.05;0.0652;0.5930;2.21857
08.01.1997;680;24.65;0.0651;0.5798;2.22014
09.01.1997;681;23.90;0.0650;0.5671;2.22157
10.01.1997;682;23.40;0.0649;0.5549;2.22309
11.01.1997;683;23.00;0.0649;0.5431;2.22457
12.01.1997;684;22.70;0.0648;0.5317;2.22590
13.01.1997;685;23.10;0.0647;0.5206;2.22733
14.01.1997;686;24.40;0.0647;0.5100;2.22888
15.01.1997;687;24.70;0.0646;0.4998;2.23015
16.01.1997;688;24.90;0.0646;0.4898;2.23147
17.01.1997;689;25.85;0.0645;0.4802;2.23287
18.01.1997;690;26.70;0.0644;0.4709;2.23413
19.01.1997;691;27.05;0.0644;0.4620;2.23533
20.01.1997;692;27.55;0.0643;0.4533;2.23684
21.01.1997;693;28.15;0.0643;0.4448;2.23839
22.01.1997;694;28.45;0.0642;0.4367;2.24004
23.01.1997;695;28.50;0.0642;0.4287;2.24153
24.01.1997;696;26.50;0.0641;0.4210;2.24221
25.01.1997;697;26.10;0.0641;0.4136;2.24327
26.01.1997;698;24.80;0.0640;0.4064;2.24216
27.01.1997;699;25.75;0.0640;0.3993;2.24185
28.01.1997;700;25.75;0.0639;0.3925;2.24204
29.01.1997;701;25.80;0.0639;0.3859;2.24216
30.01.1997;702;26.45;0.0639;0.3794;2.24273
31.01.1997;703;27.45;0.0638;0.3732;2.24324
01.02.1997;704;28.30;0.0638;0.3671;2.24358
02.02.1997;705;29.60;0.0638;0.3611;2.24403
03.02.1997;706;29.75;0.0637;0.3554;2.24450
04.02.1997;707;30.10;0.0637;0.3498;2.24508
05.02.1997;708;30.05;0.0637;0.3443;2.24555
06.02.1997;709;27.35;0.1618;0.3390;1.95000
07.02.1997;710;27.65;0.1534;0.3338;1.87393
08.02.1997;711;26.90;0.1341;0.3287;1.84688
09.02.1997;712;25.65;0.1222;0.3238;1.84630
10.02.1997;713;26.05;0.1136;0.3190;1.86001
11.02.1997;714;26.65;0.1071;0.3143;1.87665
12.02.1997;715;26.90;0.1025;0.3097;1.89150
13.02.1997;716;27.55;0.0985;0.3053;1.90648
14.02.1997;717;27.70;0.0951;0.3009;1.92076
15.02.1997;718;28.60;0.0947;0.2967;1.92312
16.02.1997;719;28.25;0.0919;0.2925;1.93694
17.02.1997;720;28.25;0.0894;0.2885;1.95017
18.02.1997;721;27.30;0.0870;0.2845;1.96440
19.02.1997;722;26.30;0.0846;0.2806;1.97999
20.02.1997;723;26.90;0.0821;0.2769;2.00121
21.02.1997;724;27.30;0.0799;0.2732;2.02359
22.02.1997;725;27.55;0.0774;0.2695;2.06409
23.02.1997;726;27.85;0.0758;0.2660;2.08815
24.02.1997;727;28.65;0.0747;0.2625;2.09787
25.02.1997;728;29.45;0.0738;0.2592;2.10574
26.02.1997;729;29.25;0.0731;0.2559;2.11267
27.02.1997;730;29.25;0.0725;0.2526;2.11890
28.02.1997;731;29.70;0.0719;0.2494;2.12458
01.03.1997;732;29.70;0.0715;0.2463;2.12984
02.03.1997;733;30.30;0.0710;0.2433;2.13464
03.03.1997;734;29.95;0.0706;0.2403;2.13899
04.03.1997;735;29.35;0.0703;0.2374;2.14336
05.03.1997;736;29.60;0.0700;0.2346;2.14604
06.03.1997;737;29.70;0.0697;0.2318;2.14918
07.03.1997;738;29.95;0.0694;0.2290;2.15248
08.03.1997;739;29.85;0.0692;0.2263;2.15558
09.03.1997;740;30.55;0.0689;0.2237;2.15869
10.03.1997;741;31.00;0.0687;0.2211;2.16170
11.03.1997;742;32.00;0.0685;0.2186;2.16452
12.03.1997;743;32.65;0.0683;0.2161;2.16717
13.03.1997;744;33.20;0.0681;0.2136;2.16942
14.03.1997;745;33.40;0.0680;0.2113;2.17162
15.03.1997;746;31.55;0.0678;0.2089;2.17414
16.03.1997;747;32.15;0.0676;0.2066;2.17649
17.03.1997;748;32.30;0.0675;0.2043;2.17903
18.03.1997;749;29.20;0.0936;0.2021;2.00878
19.03.1997;750;31.15;0.0916;0.1999;2.00229
20.03.1997;751;31.85;0.0889;0.1978;2.00636
21.03.1997;752;32.25;0.0853;0.1957;2.01734
22.03.1997;753;33.55;0.0812;0.1936;2.03785
23.03.1997;754;32.35;0.0772;0.1916;2.07710
24.03.1997;755;31.60;0.0801;0.1896;2.03733
25.03.1997;756;27.85;0.2401;0.1877;1.74728
26.03.1997;757;28.50;0.1869;0.1857;1.68498
27.03.1997;758;25.25;0.1482;0.1839;1.74591
28.03.1997;759;26.65;0.2741;0.1820;1.54859
29.03.1997;760;28.75;0.1615;0.1802;1.70938
30.03.1997;761;28.55;0.1375;0.1784;1.76841
31.03.1997;762;27.85;0.1718;0.1766;1.73688
01.04.1997;763;28.70;0.1442;0.1749;1.76527
02.04.1997;764;29.25;0.1289;0.1732;1.79760
03.04.1997;765;30.00;0.1189;0.1715;1.82540
04.04.1997;766;30.90;0.1117;0.1698;1.84869
05.04.1997;767;30.90;0.1056;0.1682;1.87063
06.04.1997;768;31.00;0.1009;0.1666;1.88947
07.04.1997;769;30.85;0.0968;0.1651;1.90744
08.04.1997;770;27.80;0.2260;0.1635;1.70760
09.04.1997;771;28.15;0.1615;0.1622;1.72114
10.04.1997;772;28.80;0.1401;0.1635;1.76683
11.04.1997;773;29.60;0.1302;0.1993;1.79514
12.04.1997;774;30.55;0.1209;0.5245;1.82146
13.04.1997;775;29.35;0.1495;1.6603;1.78737
14.04.1997;776;29.65;0.1349;2.8450;1.80180
15.04.1997;777;29.60;0.1233;3.2797;1.82197
16.04.1997;778;29.50;0.1440;3.2924;1.79603
17.04.1997;779;30.40;0.1312;3.1660;1.81118
18.04.1997;780;31.45;0.1209;3.0057;1.83006
19.04.1997;781;31.50;0.1134;2.8511;1.84931
20.04.1997;782;33.50;0.1073;2.7235;1.86829
21.04.1997;783;31.15;0.1228;2.6396;1.84330
22.04.1997;784;30.15;0.1170;2.6099;1.85497
23.04.1997;785;30.25;0.1116;2.6299;1.86701
24.04.1997;786;30.05;0.1560;2.6762;1.80582
25.04.1997;787;28.65;0.2049;2.7161;1.70687
26.04.1997;788;28.25;0.1799;2.7259;1.69888
27.04.1997;789;30.25;0.1462;2.6988;1.75173
28.04.1997;790;30.15;0.1302;2.6408;1.79095
29.04.1997;791;31.00;0.1204;2.5621;1.81990
30.04.1997;792;32.35;0.1133;2.4723;1.84334
01.05.1997;793;33.15;0.1078;2.3784;1.86314
02.05.1997;794;32.55;0.1034;2.2847;1.88032
03.05.1997;795;32.20;0.1179;2.1940;1.85480
04.05.1997;796;34.45;0.1134;2.1075;1.86555
05.05.1997;797;34.85;0.1080;2.0259;1.87908
06.05.1997;798;35.20;0.1028;1.9498;1.89413
07.05.1997;799;35.55;0.0980;1.8812;1.91094
08.05.1997;800;36.40;0.0936;1.8256;1.92942
09.05.1997;801;34.85;0.0898;1.7948;1.94874
10.05.1997;802;33.10;0.0978;1.8072;1.91745
11.05.1997;803;35.25;0.0952;1.8806;1.92758
12.05.1997;804;35.20;0.0923;2.0134;1.93990
13.05.1997;805;36.20;0.0914;2.1716;1.94487
14.05.1997;806;37.00;0.0883;2.3041;1.96021
15.05.1997;807;36.95;0.0851;2.3780;1.97995
16.05.1997;808;36.70;0.0822;2.3903;2.00305
17.05.1997;809;35.80;0.0794;2.3550;2.03465
18.05.1997;810;34.60;0.0770;2.2894;2.07415
19.05.1997;811;34.40;0.0756;2.2074;2.08959
20.05.1997;812;34.80;0.0745;2.1180;2.09841
21.05.1997;813;34.90;0.0737;2.0270;2.10572
22.05.1997;814;36.45;0.0730;1.9376;2.11226
23.05.1997;815;34.70;0.0724;1.8517;2.11796
24.05.1997;816;33.85;0.0719;1.7700;2.12343
25.05.1997;817;34.85;0.0714;1.6930;2.12837
26.05.1997;818;35.05;0.0710;1.6206;2.13286
27.05.1997;819;35.30;0.0706;1.5528;2.13717
28.05.1997;820;36.45;0.0703;1.4893;2.14109
29.05.1997;821;34.90;0.0703;1.4299;2.12819
30.05.1997;822;29.75;0.2935;1.3742;1.52790
31.05.1997;823;28.95;0.2845;1.3220;1.52892
01.06.1997;824;28.95;0.1685;1.2730;1.69841
02.06.1997;825;30.00;0.2237;1.2271;1.63710
03.06.1997;826;30.25;0.1565;1.1838;1.72335
04.06.1997;827;30.10;0.1353;1.1431;1.77494
05.06.1997;828;30.45;0.1237;1.1132;1.80861
06.06.1997;829;31.05;0.1157;2.7891;1.83451
07.06.1997;830;31.35;0.1098;11.1846;1.85539
08.06.1997;831;32.10;0.1047;12.3676;1.87441
09.06.1997;832;32.50;0.1004;11.1446;1.89223
10.06.1997;833;33.25;0.0967;9.8010;1.90851
11.06.1997;834;33.50;0.0931;8.5832;1.92596
12.06.1997;835;33.70;0.0896;7.5443;1.94561
13.06.1997;836;34.80;0.0864;6.6761;1.96754
14.06.1997;837;35.20;0.0830;5.9525;1.99810
15.06.1997;838;32.35;0.0801;5.3466;2.03403
16.06.1997;839;29.15;0.1921;4.8353;1.79604
17.06.1997;840;29.10;0.1506;4.4001;1.77337
18.06.1997;841;29.90;0.1461;4.0265;1.77321
19.06.1997;842;31.05;0.1316;3.7032;1.79839
20.06.1997;843;32.05;0.1214;3.4213;1.82241
21.06.1997;844;32.85;0.1141;3.1738;1.84393
22.06.1997;845;33.10;0.1081;2.9551;1.86389
23.06.1997;846;33.90;0.1034;2.7608;1.88107
24.06.1997;847;33.90;0.0994;2.5872;1.89740
25.06.1997;848;31.75;0.0992;2.4313;1.90069
26.06.1997;849;30.20;0.1054;2.2906;1.88916
27.06.1997;850;27.95;0.2765;2.1633;1.55675
28.06.1997;851;27.75;0.1750;2.0475;1.69002
29.06.1997;852;28.40;0.1444;1.9419;1.75341
30.06.1997;853;29.25;0.1295;1.8453;1.79242
01.07.1997;854;29.35;0.1199;1.7567;1.82119
02.07.1997;855;30.05;0.1300;1.6755;1.81263
03.07.1997;856;30.35;0.1288;1.6012;1.81881
04.07.1997;857;29.50;0.1389;1.5334;1.80621
05.07.1997;858;30.75;0.1282;1.4737;1.81978
06.07.1997;859;31.05;0.1192;1.4463;1.83672
07.07.1997;860;31.30;0.1178;1.6599;1.84252
08.07.1997;861;31.20;0.1116;2.7753;1.85941
09.07.1997;862;30.15;0.1066;4.3429;1.87488
10.07.1997;863;29.50;0.1230;4.9266;1.84832
11.07.1997;864;27.40;0.1177;4.8101;1.85741
12.07.1997;865;29.25;0.1426;4.4916;1.82187
13.07.1997;866;30.10;0.1984;4.1481;1.73030
14.07.1997;867;29.15;0.1519;3.8275;1.74565
15.07.1997;868;29.95;0.1335;3.5403;1.78401
16.07.1997;869;30.20;0.1227;3.2857;1.81378
17.07.1997;870;30.65;0.1156;3.0607;1.83667
18.07.1997;871;29.05;0.2831;2.8614;1.53647
19.07.1997;872;28.80;0.1884;2.6844;1.67111
20.07.1997;873;28.55;0.1493;2.5266;1.74173
21.07.1997;874;28.20;0.1564;2.3854;1.74834
22.07.1997;875;27.00;0.2473;2.2585;1.59977
23.07.1997;876;26.65;0.1802;2.1441;1.68543
24.07.1997;877;27.55;0.1603;2.0443;1.72820
25.07.1997;878;28.40;0.1388;2.1369;1.77117
26.07.1997;879;29.05;0.1265;4.3461;1.80318
27.07.1997;880;28.95;0.1182;8.0960;1.82823
28.07.1997;881;29.60;0.1121;9.8844;1.84880
29.07.1997;882;29.50;0.1073;10.7736;1.86635
30.07.1997;883;28.20;0.1772;10.2583;1.77232
31.07.1997;884;27.90;0.2022;9.1718;1.68963
01.08.1997;885;28.60;0.1529;8.0964;1.73647
02.08.1997;886;27.60;0.1495;7.1674;1.75633
03.08.1997;887;28.10;0.1365;6.3873;1.78357
04.08.1997;888;28.80;0.1280;5.7326;1.80522
05.08.1997;889;29.35;0.1196;5.1797;1.82805
06.08.1997;890;29.75;0.1133;4.7088;1.84738
07.08.1997;891;30.30;0.1167;4.3044;1.84598
08.08.1997;892;30.60;0.1115;3.9559;1.86138
09.08.1997;893;29.80;0.1085;3.6574;1.87174
10.08.1997;894;30.90;0.1046;3.4105;1.88475
11.08.1997;895;31.55;0.1004;3.2243;1.89935
12.08.1997;896;31.45;0.0971;3.1112;1.91250
13.08.1997;897;30.70;0.0941;3.0748;1.92575
14.08.1997;898;31.30;0.0915;3.0953;1.93791
15.08.1997;899;31.50;0.0891;3.1306;1.95070
16.08.1997;900;29.40;0.1801;3.1396;1.80536
17.08.1997;901;29.55;0.1478;3.1032;1.78746
18.08.1997;902;29.65;0.1415;3.0245;1.78580
19.08.1997;903;31.05;0.1296;2.9163;1.80615
20.08.1997;904;32.55;0.1202;2.7919;1.82797
21.08.1997;905;32.85;0.1134;2.6614;1.84775
22.08.1997;906;33.10;0.1079;2.5313;1.86593
23.08.1997;907;31.65;0.1058;2.4053;1.87524
24.08.1997;908;30.20;0.1285;2.2855;1.84045
25.08.1997;909;28.80;0.1422;2.1727;1.81868
26.08.1997;910;28.65;0.2092;2.0672;1.70888
27.08.1997;911;29.55;0.1945;1.9688;1.67709
28.08.1997;912;29.40;0.1506;1.8773;1.73986
29.08.1997;913;27.45;0.2437;1.7921;1.60665
30.08.1997;914;28.05;0.1921;1.7128;1.66953
31.08.1997;915;28.60;0.1503;1.6390;1.73951
01.09.1997;916;29.35;0.1327;1.5704;1.78340
02.09.1997;917;28.00;0.1224;1.5066;1.81365
03.09.1997;918;28.65;0.1457;1.4473;1.78816
04.09.1997;919;28.85;0.1326;1.3924;1.80509
05.09.1997;920;28.80;0.1224;1.3423;1.82446
06.09.1997;921;29.15;0.1151;1.3095;1.84345
07.09.1997;922;27.35;0.1975;1.5104;1.73525
08.09.1997;923;26.70;0.3401;3.1166;1.43636
09.09.1997;924;28.05;0.1713;5.4049;1.69244
10.09.1997;925;28.25;0.1550;5.9674;1.73777
11.09.1997;926;27.15;0.1364;28.1306;1.77779
12.09.1997;927;28.85;0.1532;30.7155;1.76517
13.09.1997;928;30.15;0.1361;22.2024;1.78909
14.09.1997;929;31.10;0.1243;17.0347;1.81417
15.09.1997;930;31.55;0.1162;13.6445;1.83657
16.09.1997;931;31.35;0.1104;11.2761;1.85581
17.09.1997;932;31.35;0.1057;9.5419;1.87285
18.09.1997;933;30.00;0.2608;8.2251;1.59706
19.09.1997;934;30.65;0.1606;7.1961;1.71238
20.09.1997;935;30.10;0.1373;6.3737;1.76936
21.09.1997;936;28.95;0.1252;5.7044;1.80416
22.09.1997;937;28.75;0.1170;5.1516;1.83034
23.09.1997;938;30.05;0.1109;4.6890;1.85174
24.09.1997;939;29.90;0.1059;4.2982;1.87024
25.09.1997;940;31.10;0.1019;3.9767;1.88640
26.09.1997;941;29.15;0.1016;3.7910;1.89080
27.09.1997;942;26.50;0.1620;3.9683;1.80510
28.09.1997;943;26.65;0.1449;4.6381;1.79648
29.09.1997;944;28.60;0.1301;5.2563;1.80941
30.09.1997;945;29.15;0.2484;5.3658;1.61299
01.10.1997;946;29.40;0.1594;5.1255;1.71564
02.10.1997;947;28.20;0.1384;4.7643;1.76793
03.10.1997;948;29.10;0.1263;4.3907;1.80224
04.10.1997;949;28.40;0.1555;4.0423;1.77108
05.10.1997;950;27.95;0.2554;3.7286;1.58576
06.10.1997;951;27.90;0.1821;3.4496;1.68186
07.10.1997;952;29.50;0.1479;3.2023;1.74606
08.10.1997;953;30.00;0.1312;2.9858;1.78775
09.10.1997;954;30.30;0.1209;2.8134;1.81786
10.10.1997;955;30.20;0.1135;2.7469;1.84217
11.10.1997;956;30.25;0.1079;3.0399;1.86225
12.10.1997;957;29.10;0.1032;5.0206;1.88036
13.10.1997;958;28.35;0.0995;8.1767;1.89628
14.10.1997;959;29.00;0.2275;8.6981;1.70140
15.10.1997;960;29.20;0.1569;7.9579;1.72724
16.10.1997;961;30.05;0.1356;7.0902;1.77558
17.10.1997;962;29.40;0.1413;6.3174;1.77970
18.10.1997;963;28.95;0.2844;5.6606;1.53160
19.10.1997;964;30.35;0.1624;5.1054;1.70743
20.10.1997;965;30.50;0.1382;4.6337;1.76679
21.10.1997;966;30.10;0.1257;4.2300;1.80254
22.10.1997;967;30.55;0.1177;3.8827;1.82840
23.10.1997;968;30.60;0.1113;3.6666;1.85036
24.10.1997;969;30.60;0.1061;5.8556;1.86956
25.10.1997;970;30.50;0.1016;10.7652;1.88747
26.10.1997;971;29.90;0.0978;10.6339;1.90376
27.10.1997;972;29.30;0.0943;9.2392;1.92032
28.10.1997;973;28.75;0.0912;8.0005;1.93625
29.10.1997;974;29.00;0.0885;6.9997;1.95176
30.10.1997;975;29.05;0.0860;6.1907;1.96811
31.10.1997;976;27.85;0.0838;5.5281;1.98446
01.11.1997;977;27.15;0.0817;4.9777;2.00216
02.11.1997;978;26.00;0.0796;4.5145;2.02460
03.11.1997;979;25.55;0.0775;4.1204;2.05794
04.11.1997;980;24.45;0.0916;3.7816;1.95411
05.11.1997;981;25.45;0.0904;3.4877;1.95751
06.11.1997;982;26.25;0.0881;3.2308;1.96670
07.11.1997;983;26.50;0.0857;3.0046;1.97876
08.11.1997;984;26.75;0.0833;2.8041;1.99288
09.11.1997;985;27.65;0.0809;2.6254;2.01090
10.11.1997;986;28.55;0.0785;2.4652;2.03530
11.11.1997;987;28.95;0.0763;2.3211;2.06726
12.11.1997;988;29.65;0.0746;2.1907;2.10106
13.11.1997;989;29.75;0.0735;2.0723;2.11093
14.11.1997;990;29.75;0.0727;1.9644;2.11834
15.11.1997;991;30.35;0.0721;1.8657;2.12474
16.11.1997;992;31.30;0.0715;1.7752;2.13033
17.11.1997;993;30.30;0.0711;1.6918;2.13537
18.11.1997;994;29.55;0.0706;1.6150;2.14001
19.11.1997;995;29.70;0.0702;1.5438;2.14449
20.11.1997;996;29.60;0.0699;1.4778;2.14848
